loss,mae,val_loss,val_mae,learning_rate
0.8569653034210205,0.374006986618042,0.0001879142946563661,0.011579485610127449,0.0010000000474974513
0.7904112935066223,0.3457116484642029,0.00016490858979523182,0.011148068122565746,0.0010000000474974513
0.7533992528915405,0.33327099680900574,0.0007523685926571488,0.024286558851599693,0.0010000000474974513
0.7119477987289429,0.3215661942958832,0.0009586494415998459,0.028219349682331085,0.0010000000474974513
0.6893538236618042,0.3143380284309387,0.0029078973457217216,0.052376698702573776,0.0010000000474974513
0.648621141910553,0.3069553077220917,0.0008995920652523637,0.027135606855154037,0.0010000000474974513
0.5916232466697693,0.28596383333206177,0.0006300226668827236,0.02168183960020542,0.0005000000237487257
0.5701408386230469,0.28140711784362793,0.0018292655004188418,0.04079131409525871,0.0005000000237487257
0.5321711897850037,0.2757350206375122,0.0022306987084448338,0.04538600146770477,0.0005000000237487257
0.5170793533325195,0.2777251899242401,0.002784163225442171,0.051123812794685364,0.0005000000237487257
0.4820025563240051,0.26520419120788574,0.0014846930280327797,0.0363478809595108,0.0005000000237487257
0.4577014148235321,0.2568414807319641,0.0015885423636063933,0.03772810101509094,0.0002500000118743628
