loss,mae,val_loss,val_mae,learning_rate
0.9608048796653748,0.4525870084762573,0.021364562213420868,0.14529463648796082,0.0010000000474974513
0.9132372736930847,0.4408297836780548,0.016813842579722404,0.12852519750595093,0.0010000000474974513
0.8827918171882629,0.43459028005599976,0.011476687155663967,0.10603403300046921,0.0010000000474974513
0.867760419845581,0.4257897436618805,0.02543899603188038,0.1587841808795929,0.0010000000474974513
0.8520941138267517,0.424034059047699,0.023289943113923073,0.1519334763288498,0.0010000000474974513
0.806196391582489,0.4038698971271515,0.00040845098556019366,0.016420690342783928,0.0005000000237487257
0.7903221845626831,0.3927600085735321,0.00042629457311704755,0.01682097092270851,0.0005000000237487257
0.7798752784729004,0.3900918960571289,0.013693444430828094,0.11614947021007538,0.0005000000237487257
0.7680261135101318,0.39063069224357605,0.0026051599998027086,0.04921852797269821,0.0005000000237487257
0.7533993124961853,0.38086044788360596,0.004853276535868645,0.06829952448606491,0.0005000000237487257
